ticket_id,customer_id,customer_name,email,issue_category,channel,resolution,response_time_hrs,timestamp
T33896,C1214,Skyler White,skyler.white@example.com,Billing,Phone,Unresolved,11.86,03-07-2023 00:00
T33897,C1526,Taylor Brown,taylor.brown@example.com,Billing,Social Media,Pending,62.66,16-03-2023 00:00
T33898,C1843,Chris Anderson,chris.anderson@example.com,Returns,Email,Pending,69.58,24-04-2023 00:00
T33899,C1974,Taylor Lee,taylor.lee@example.com,Shipping,Email,Resolved,65,04-01-2023 00:00
T33900,C1506,Riley Anderson,riley.anderson@example.com,Billing,Chat,Escalated,19.18,10-02-2023 00:00
T33901,C1846,Riley Anderson,riley.anderson@example.com,Account Access,Social Media,Resolved,46.75,24-07-2023 00:00
T33902,C1341,Taylor Brown,taylor.brown@example.com,Shipping,Chat,Resolved,19.67,28-10-2023 00:00
T33903,C1579,Chris Smith,chris.smith@example.com,Technical,Email,Resolved,44,26-10-2023 00:00
T33904,C1417,Riley Brown,riley.brown@example.com,Product Inquiry,Phone,Escalated,5.94,05-07-2023 00:00
T33905,C1099,Alex Martin,alex.martin@example.com,Technical,Chat,Pending,69.5,24-12-2023 00:00
T33906,C1655,Jamie Taylor,jamie.taylor@example.com,Returns,Phone,Escalated,60.4,20-08-2023 00:00
T33907,C1315,Casey Anderson,casey.anderson@example.com,Returns,Email,Resolved,32.5,08-01-2023 00:00
T33908,C1583,Chris Martin,chris.martin@example.com,Technical,Phone,Unresolved,47.71,06-04-2023 00:00
T33909,C1262,Chris Johnson,chris.johnson@example.com,Returns,Phone,Escalated,29.17,03-06-2023 00:00
T33910,C1235,Taylor Taylor,taylor.taylor@example.com,Product Inquiry,Email,Pending,71.15,23-07-2023 00:00
T33911,C1284,Jordan Martin,jordan.martin@example.com,Account Access,Chat,Resolved,33.17,22-07-2023 00:00
T33912,C1664,Casey Clark,casey.clark@example.com,Technical,Social Media,Pending,20.78,25-04-2023 00:00
T33913,C1024,Riley Lee,riley.lee@example.com,Returns,Email,Escalated,12.48,02-05-2023 00:00
T33914,C1323,Casey Johnson,casey.johnson@example.com,Returns,Email,Unresolved,30.74,27-08-2023 00:00
T33915,C1423,Riley Garcia,riley.garcia@example.com,Technical,Email,Pending,68.4,05-10-2023 00:00
T33916,C1417,Dakota Garcia,dakota.garcia@example.com,Billing,Phone,Resolved,57.4,07-01-2023 00:00
T33917,C1042,Skyler Martin,skyler.martin@example.com,Technical,Social Media,Resolved,38.21,19-08-2023 00:00
T33918,C1584,Dakota Taylor,dakota.taylor@example.com,Technical,Chat,Pending,59.37,29-08-2023 00:00
T33919,C1909,Chris Martin,chris.martin@example.com,Account Access,Email,Resolved,30.31,26-06-2023 00:00
T33920,C1814,Riley White,riley.white@example.com,Returns,Email,Escalated,22.46,28-12-2023 00:00
T33921,C1192,Jamie Johnson,jamie.johnson@example.com,Technical,Social Media,Resolved,54.15,31-01-2023 00:00
T33922,C1254,Riley Anderson,riley.anderson@example.com,Technical,Social Media,Resolved,62.28,11-05-2023 00:00
T33923,C1249,Casey Garcia,casey.garcia@example.com,Technical,Chat,Escalated,9.65,31-08-2023 00:00
T33924,C1353,Skyler Lee,skyler.lee@example.com,Shipping,Chat,Unresolved,11.5,08-03-2023 00:00
T33925,C1111,Skyler White,skyler.white@example.com,Billing,Chat,Escalated,26.15,27-12-2023 00:00
T33926,C1430,Dakota Brown,dakota.brown@example.com,Technical,Email,Resolved,29.71,09-02-2023 00:00
T33927,C1201,Alex Taylor,alex.taylor@example.com,Product Inquiry,Chat,Resolved,68.98,03-11-2023 00:00
T33928,C1628,Casey Clark,casey.clark@example.com,Product Inquiry,Chat,Resolved,62.5,15-12-2023 00:00
T33929,C1248,Skyler Lee,skyler.lee@example.com,Product Inquiry,Phone,Pending,4.62,12-04-2023 00:00
T33930,C1127,Jamie Garcia,jamie.garcia@example.com,Technical,Chat,Unresolved,60.76,01-02-2023 00:00
T33931,C1020,Riley Garcia,riley.garcia@example.com,Product Inquiry,Social Media,Pending,31.22,17-12-2023 00:00
T33932,C1719,Alex Martin,alex.martin@example.com,Technical,Chat,Unresolved,56.92,02-06-2023 00:00
T33933,C1439,Dakota Brown,dakota.brown@example.com,Technical,Email,Pending,8.8,29-12-2023 00:00
T33934,C1959,Dakota White,dakota.white@example.com,Technical,Email,Unresolved,30.12,10-01-2023 00:00
T33935,C1804,Riley Smith,riley.smith@example.com,Technical,Phone,Resolved,11.65,01-03-2023 00:00
T33936,C1194,Casey Smith,casey.smith@example.com,Shipping,Chat,Escalated,18.99,22-02-2023 00:00
T33937,C1924,Dakota Martin,dakota.martin@example.com,Product Inquiry,Phone,Escalated,62.4,01-07-2023 00:00
T33938,C1643,Alex Clark,alex.clark@example.com,Billing,Chat,Pending,47.27,16-12-2023 00:00
T33939,C1862,Chris Smith,chris.smith@example.com,Returns,Social Media,Unresolved,23.71,03-10-2023 00:00
T33940,C1678,Morgan Garcia,morgan.garcia@example.com,Product Inquiry,Phone,Pending,42.94,25-02-2023 00:00
T33941,C1633,Morgan Martin,morgan.martin@example.com,Product Inquiry,Social Media,Escalated,9.6,26-09-2023 00:00
T33942,C1772,Morgan Brown,morgan.brown@example.com,Account Access,Social Media,Pending,33.61,15-11-2023 00:00
T33943,C1503,Dakota Lee,dakota.lee@example.com,Returns,Chat,Resolved,29.93,13-10-2023 00:00
T33944,C1444,Jordan Brown,jordan.brown@example.com,Billing,Phone,Escalated,32.3,08-10-2023 00:00
T33945,C1656,Alex Taylor,alex.taylor@example.com,Billing,Phone,Escalated,67,27-10-2023 00:00
T33946,C1740,Jamie Martin,jamie.martin@example.com,Returns,Chat,Resolved,47.82,09-02-2023 00:00
T33947,C1128,Taylor White,taylor.white@example.com,Account Access,Email,Pending,56.53,28-09-2023 00:00
T33948,C1021,Jamie Clark,jamie.clark@example.com,Product Inquiry,Chat,Unresolved,25.94,22-12-2023 00:00
T33949,C1417,Chris Lee,chris.lee@example.com,Product Inquiry,Chat,Escalated,18.26,01-10-2023 00:00
T33950,C1716,Casey Garcia,casey.garcia@example.com,Product Inquiry,Phone,Pending,18.86,10-06-2023 00:00
T33951,C1917,Morgan Anderson,morgan.anderson@example.com,Billing,Email,Unresolved,10.01,09-02-2023 00:00
T33952,C1703,Skyler Taylor,skyler.taylor@example.com,Technical,Phone,Resolved,28.84,02-12-2023 00:00
T33953,C1279,Jordan Smith,jordan.smith@example.com,Returns,Phone,Resolved,27.5,15-11-2023 00:00
T33954,C1884,Alex White,alex.white@example.com,Product Inquiry,Social Media,Escalated,53.04,03-01-2023 00:00
T33955,C1938,Alex Brown,alex.brown@example.com,Technical,Social Media,Resolved,41.62,09-12-2023 00:00
T33956,C1605,Skyler Taylor,skyler.taylor@example.com,Returns,Chat,Resolved,62.94,21-07-2023 00:00
T33957,C1314,Riley Martin,riley.martin@example.com,Shipping,Social Media,Pending,23.96,21-02-2023 00:00
T33958,C1874,Riley Johnson,riley.johnson@example.com,Shipping,Phone,Resolved,50.85,28-04-2023 00:00
T33959,C1326,Taylor Anderson,taylor.anderson@example.com,Shipping,Chat,Escalated,9.71,14-09-2023 00:00
T33960,C1527,Dakota Martin,dakota.martin@example.com,Returns,Phone,Escalated,17.18,06-03-2023 00:00
T33961,C1390,Taylor White,taylor.white@example.com,Technical,Chat,Unresolved,61,04-10-2023 00:00
T33962,C1237,Jamie Martin,jamie.martin@example.com,Product Inquiry,Phone,Unresolved,44.94,30-08-2023 00:00
T33963,C1330,Jamie Anderson,jamie.anderson@example.com,Billing,Social Media,Resolved,71.25,15-12-2023 00:00
T33964,C1548,Chris Taylor,chris.taylor@example.com,Billing,Social Media,Unresolved,13.94,16-07-2023 00:00
T33965,C1447,Alex Taylor,alex.taylor@example.com,Product Inquiry,Phone,Resolved,62.94,22-12-2023 00:00
T33966,C1368,Skyler Brown,skyler.brown@example.com,Returns,Phone,Escalated,1.19,18-07-2023 00:00
T33967,C1110,Riley Lee,riley.lee@example.com,Product Inquiry,Email,Resolved,50.07,14-07-2023 00:00
T33968,C1831,Skyler Garcia,skyler.garcia@example.com,Returns,Phone,Pending,61.81,05-08-2023 00:00
T33969,C1990,Casey Anderson,casey.anderson@example.com,Shipping,Email,Escalated,31.91,10-05-2023 00:00
T33970,C1018,Jordan White,jordan.white@example.com,Technical,Email,Resolved,35.23,23-04-2023 00:00
T33971,C1946,Jordan Taylor,jordan.taylor@example.com,Product Inquiry,Social Media,Pending,67.48,03-02-2023 00:00
T33972,C1867,Jamie Martin,jamie.martin@example.com,Technical,Email,Resolved,31.29,05-02-2023 00:00
T33973,C1305,Skyler Clark,skyler.clark@example.com,Technical,Phone,Unresolved,3.66,10-06-2023 00:00
T33974,C1596,Jamie Garcia,jamie.garcia@example.com,Billing,Chat,Unresolved,70.75,22-11-2023 00:00
T33975,C1551,Morgan Taylor,morgan.taylor@example.com,Shipping,Email,Pending,42.98,12-04-2023 00:00
T33976,C1794,Riley Johnson,riley.johnson@example.com,Account Access,Phone,Pending,62.31,19-07-2023 00:00
T33977,C1837,Skyler Lee,skyler.lee@example.com,Product Inquiry,Social Media,Pending,43.01,29-11-2023 00:00
T33978,C1689,Morgan White,morgan.white@example.com,Product Inquiry,Social Media,Escalated,60.5,14-11-2023 00:00
T33979,C1060,Alex Anderson,alex.anderson@example.com,Returns,Phone,Resolved,48.62,22-08-2023 00:00
T33980,C1108,Casey Taylor,casey.taylor@example.com,Billing,Social Media,Unresolved,13.63,21-02-2023 00:00
T33981,C1472,Jordan Martin,jordan.martin@example.com,Shipping,Social Media,Unresolved,47.94,02-07-2023 00:00
T33982,C1548,Skyler Clark,skyler.clark@example.com,Account Access,Email,Resolved,12.46,24-03-2023 00:00
T33983,C1071,Chris Johnson,chris.johnson@example.com,Billing,Email,Resolved,62.32,08-03-2023 00:00
T33984,C1604,Skyler Martin,skyler.martin@example.com,Returns,Email,Escalated,41.16,14-02-2023 00:00
T33985,C1951,Riley White,riley.white@example.com,Technical,Email,Escalated,13.92,06-08-2023 00:00
T33986,C1173,Taylor Johnson,taylor.johnson@example.com,Returns,Phone,Pending,17.88,04-07-2023 00:00
T33987,C1200,Dakota Johnson,dakota.johnson@example.com,Billing,Social Media,Unresolved,2.73,02-09-2023 00:00
T33988,C1334,Jamie Johnson,jamie.johnson@example.com,Account Access,Email,Escalated,37.62,14-12-2023 00:00
T33989,C1900,Taylor Brown,taylor.brown@example.com,Billing,Chat,Resolved,51.01,24-09-2023 00:00
T33990,C1546,Chris Lee,chris.lee@example.com,Technical,Email,Escalated,50.56,20-06-2023 00:00
T33991,C1970,Morgan Anderson,morgan.anderson@example.com,Technical,Email,Pending,47.5,28-09-2023 00:00
T33992,C1455,Riley Smith,riley.smith@example.com,Returns,Social Media,Pending,61.65,15-08-2023 00:00
T33993,C1295,Alex Lee,alex.lee@example.com,Technical,Email,Pending,37.55,28-04-2023 00:00
T33994,C1756,Riley Garcia,riley.garcia@example.com,Returns,Chat,Escalated,38.13,06-07-2023 00:00
T33995,C1511,Chris Brown,chris.brown@example.com,Returns,Email,Pending,56.2,25-07-2023 00:00
T33996,C1419,Morgan Clark,morgan.clark@example.com,Shipping,Email,Resolved,12.12,02-12-2023 00:00
T33997,C1637,Morgan Garcia,morgan.garcia@example.com,Account Access,Social Media,Escalated,18.39,02-06-2023 00:00
T33998,C1658,Jamie Johnson,jamie.johnson@example.com,Billing,Chat,Unresolved,67.98,10-12-2023 00:00
T33999,C1486,Alex Martin,alex.martin@example.com,Returns,Social Media,Pending,38.18,03-06-2023 00:00
T34000,C1794,Chris Anderson,chris.anderson@example.com,Product Inquiry,Social Media,Escalated,58.78,03-02-2023 00:00
T34001,C1432,Alex Anderson,alex.anderson@example.com,Shipping,Social Media,Escalated,51.05,21-02-2023 00:00
T34002,C1320,Skyler Brown,skyler.brown@example.com,Billing,Social Media,Resolved,26,29-04-2023 00:00
T34003,C1983,Skyler Lee,skyler.lee@example.com,Billing,Phone,Pending,15.62,20-07-2023 00:00
T34004,C1573,Dakota Lee,dakota.lee@example.com,Shipping,Chat,Escalated,43.56,03-03-2023 00:00
T34005,C1665,Jordan Brown,jordan.brown@example.com,Returns,Chat,Unresolved,30.84,14-08-2023 00:00
T34006,C1729,Casey Garcia,casey.garcia@example.com,Technical,Chat,Resolved,27.44,18-10-2023 00:00
T34007,C1017,Jordan Lee,jordan.lee@example.com,Shipping,Phone,Unresolved,24.89,06-03-2023 00:00
T34008,C1017,Jamie Johnson,jamie.johnson@example.com,Returns,Email,Pending,47.59,17-10-2023 00:00
T34009,C1473,Riley Taylor,riley.taylor@example.com,Shipping,Email,Unresolved,1.67,12-04-2023 00:00
T34010,C1454,Riley Garcia,riley.garcia@example.com,Technical,Chat,Resolved,71.17,07-12-2023 00:00
T34011,C1479,Morgan Lee,morgan.lee@example.com,Returns,Social Media,Escalated,48.22,27-09-2023 00:00
T34012,C1820,Jamie Johnson,jamie.johnson@example.com,Technical,Chat,Pending,1.47,14-03-2023 00:00
T34013,C1407,Taylor White,taylor.white@example.com,Shipping,Email,Escalated,6.09,21-10-2023 00:00
T34014,C1558,Taylor Smith,taylor.smith@example.com,Shipping,Phone,Resolved,29.03,26-07-2023 00:00
T34015,C1329,Dakota Anderson,dakota.anderson@example.com,Billing,Email,Escalated,8.22,10-08-2023 00:00
T34016,C1920,Taylor Garcia,taylor.garcia@example.com,Billing,Phone,Resolved,37.24,16-07-2023 00:00
T34017,C1510,Skyler Anderson,skyler.anderson@example.com,Billing,Email,Escalated,16.89,14-09-2023 00:00
T34018,C1598,Jamie Martin,jamie.martin@example.com,Technical,Phone,Pending,50.65,20-01-2023 00:00
T34019,C1125,Jordan Anderson,jordan.anderson@example.com,Shipping,Phone,Unresolved,5.01,18-10-2023 00:00
T34020,C1905,Casey Clark,casey.clark@example.com,Product Inquiry,Social Media,Unresolved,16.74,18-01-2023 00:00
T34021,C1927,Jordan Lee,jordan.lee@example.com,Returns,Social Media,Escalated,66.32,24-04-2023 00:00
T34022,C1422,Jordan Smith,jordan.smith@example.com,Product Inquiry,Chat,Resolved,30.14,02-07-2023 00:00
T34023,C1102,Alex Clark,alex.clark@example.com,Technical,Email,Resolved,60,20-10-2023 00:00
T34024,C1852,Jamie White,jamie.white@example.com,Product Inquiry,Chat,Unresolved,5.71,02-10-2023 00:00
T34025,C1383,Alex Martin,alex.martin@example.com,Account Access,Social Media,Unresolved,26,31-08-2023 00:00
T34026,C1254,Alex Taylor,alex.taylor@example.com,Shipping,Phone,Resolved,2.6,10-02-2023 00:00
T34027,C1422,Skyler Lee,skyler.lee@example.com,Billing,Chat,Unresolved,22.47,06-02-2023 00:00
T34028,C1134,Chris Lee,chris.lee@example.com,Product Inquiry,Phone,Escalated,71.65,12-05-2023 00:00
T34029,C1502,Taylor Taylor,taylor.taylor@example.com,Returns,Chat,Pending,56.01,02-06-2023 00:00
T34030,C1365,Skyler Brown,skyler.brown@example.com,Returns,Email,Pending,53.62,13-04-2023 00:00
T34031,C1586,Taylor Clark,taylor.clark@example.com,Returns,Email,Escalated,71.36,01-03-2023 00:00
T34032,C1669,Chris Anderson,chris.anderson@example.com,Shipping,Email,Resolved,59.67,03-02-2023 00:00
T34033,C1847,Skyler Garcia,skyler.garcia@example.com,Returns,Chat,Unresolved,57.18,13-05-2023 00:00
T34034,C1977,Jamie Lee,jamie.lee@example.com,Shipping,Chat,Pending,32.71,23-03-2023 00:00
T34035,C1854,Skyler Taylor,skyler.taylor@example.com,Shipping,Chat,Escalated,17.96,16-06-2023 00:00
T34036,C1229,Jamie White,jamie.white@example.com,Billing,Social Media,Escalated,68.87,05-07-2023 00:00
T34037,C1203,Skyler Clark,skyler.clark@example.com,Shipping,Social Media,Unresolved,43.28,30-10-2023 00:00
T34038,C1881,Jamie Martin,jamie.martin@example.com,Account Access,Phone,Resolved,60.41,07-07-2023 00:00
T34039,C1599,Jordan Smith,jordan.smith@example.com,Shipping,Phone,Unresolved,35.56,03-01-2023 00:00
T34040,C1236,Chris Brown,chris.brown@example.com,Technical,Social Media,Unresolved,15.75,12-03-2023 00:00
T34041,C1276,Jamie Martin,jamie.martin@example.com,Returns,Social Media,Escalated,27.8,19-05-2023 00:00
T34042,C1103,Chris White,chris.white@example.com,Returns,Email,Unresolved,58.09,05-09-2023 00:00
T34043,C1435,Casey White,casey.white@example.com,Billing,Phone,Unresolved,9.28,03-04-2023 00:00
T34044,C1510,Dakota Smith,dakota.smith@example.com,Shipping,Social Media,Escalated,20.71,24-06-2023 00:00
T34045,C1765,Skyler White,skyler.white@example.com,Returns,Email,Resolved,48.42,31-07-2023 00:00
T34046,C1044,Jamie Taylor,jamie.taylor@example.com,Product Inquiry,Phone,Pending,22.26,27-10-2023 00:00
T34047,C1179,Jordan Taylor,jordan.taylor@example.com,Billing,Social Media,Resolved,39.3,14-07-2023 00:00
T34048,C1427,Casey Martin,casey.martin@example.com,Product Inquiry,Phone,Escalated,8.69,17-12-2023 00:00
T34049,C1072,Chris Brown,chris.brown@example.com,Technical,Phone,Pending,19.71,22-12-2023 00:00
T34050,C1754,Dakota Smith,dakota.smith@example.com,Returns,Email,Escalated,5.3,07-01-2023 00:00
T34051,C1867,Jordan Smith,jordan.smith@example.com,Technical,Chat,Escalated,3.99,12-08-2023 00:00
T34052,C1792,Casey Lee,casey.lee@example.com,Product Inquiry,Email,Escalated,20.43,30-09-2023 00:00
T34053,C1045,Alex Clark,alex.clark@example.com,Product Inquiry,Chat,Unresolved,35.95,13-04-2023 00:00
T34054,C1698,Morgan Clark,morgan.clark@example.com,Product Inquiry,Chat,Resolved,57.3,16-05-2023 00:00
T34055,C1917,Jordan Lee,jordan.lee@example.com,Technical,Email,Pending,40.76,26-08-2023 00:00
T34056,C1469,Chris White,chris.white@example.com,Billing,Email,Pending,2.9,06-04-2023 00:00
T34057,C1156,Alex White,alex.white@example.com,Returns,Social Media,Pending,3.2,28-08-2023 00:00
T34058,C1933,Dakota Taylor,dakota.taylor@example.com,Account Access,Email,Escalated,39.26,01-12-2023 00:00
T34059,C1799,Riley Martin,riley.martin@example.com,Account Access,Email,Pending,15.23,27-11-2023 00:00
T34060,C1505,Morgan Johnson,morgan.johnson@example.com,Shipping,Phone,Escalated,46.88,22-04-2023 00:00
T34061,C1485,Jordan White,jordan.white@example.com,Account Access,Phone,Unresolved,33.67,27-08-2023 00:00
T34062,C1733,Casey Lee,casey.lee@example.com,Billing,Social Media,Unresolved,15.58,19-09-2023 00:00
T34063,C1563,Chris Clark,chris.clark@example.com,Returns,Social Media,Pending,71.93,17-07-2023 00:00
T34064,C1036,Casey Clark,casey.clark@example.com,Shipping,Chat,Resolved,9.41,27-10-2023 00:00
T34065,C1824,Alex Brown,alex.brown@example.com,Account Access,Social Media,Escalated,1.05,19-02-2023 00:00
T34066,C1010,Dakota Smith,dakota.smith@example.com,Technical,Chat,Unresolved,50.58,09-08-2023 00:00
T34067,C1391,Riley Brown,riley.brown@example.com,Returns,Phone,Escalated,61.25,20-03-2023 00:00
T34068,C1886,Skyler Martin,skyler.martin@example.com,Billing,Social Media,Escalated,65.63,26-11-2023 00:00
T34069,C1787,Jamie Clark,jamie.clark@example.com,Product Inquiry,Phone,Resolved,43.35,01-01-2023 00:00
T34070,C1714,Jamie Taylor,jamie.taylor@example.com,Technical,Chat,Pending,30.32,03-02-2023 00:00
T34071,C1579,Morgan Taylor,morgan.taylor@example.com,Account Access,Phone,Pending,40.33,22-07-2023 00:00
T34072,C1240,Morgan Smith,morgan.smith@example.com,Technical,Social Media,Resolved,8.72,30-12-2023 00:00
T34073,C1365,Taylor Johnson,taylor.johnson@example.com,Account Access,Email,Pending,66.46,27-12-2023 00:00
T34074,C1486,Jamie Anderson,jamie.anderson@example.com,Billing,Phone,Resolved,24.27,25-12-2023 00:00
T34075,C1240,Skyler Smith,skyler.smith@example.com,Returns,Email,Unresolved,42.67,25-05-2023 00:00
T34076,C1349,Casey White,casey.white@example.com,Account Access,Chat,Escalated,23.71,11-12-2023 00:00
T34077,C1681,Jamie Garcia,jamie.garcia@example.com,Technical,Email,Resolved,35.21,17-05-2023 00:00
T34078,C1725,Casey Martin,casey.martin@example.com,Account Access,Phone,Resolved,19.9,02-08-2023 00:00
T34079,C1516,Morgan Taylor,morgan.taylor@example.com,Account Access,Email,Pending,6.19,24-03-2023 00:00
T34080,C1960,Jamie Brown,jamie.brown@example.com,Account Access,Phone,Pending,33.2,03-06-2023 00:00
T34081,C1548,Riley Smith,riley.smith@example.com,Technical,Chat,Unresolved,45.15,09-11-2023 00:00
T34082,C1636,Taylor Taylor,taylor.taylor@example.com,Shipping,Phone,Escalated,44.13,06-05-2023 00:00
T34083,C1481,Riley Johnson,riley.johnson@example.com,Shipping,Email,Resolved,12.03,13-04-2023 00:00
T34084,C1814,Dakota White,dakota.white@example.com,Technical,Social Media,Resolved,7.47,02-11-2023 00:00
T34085,C1483,Chris Lee,chris.lee@example.com,Shipping,Chat,Resolved,36.05,07-03-2023 00:00
T34086,C1305,Jamie White,jamie.white@example.com,Technical,Email,Resolved,45.92,31-03-2023 00:00
T34087,C1183,Taylor Garcia,taylor.garcia@example.com,Shipping,Chat,Resolved,55.83,17-12-2023 00:00
T34088,C1870,Dakota Anderson,dakota.anderson@example.com,Returns,Chat,Escalated,63.52,07-02-2023 00:00
T34089,C1579,Casey Martin,casey.martin@example.com,Account Access,Email,Escalated,6.24,23-08-2023 00:00
T34090,C1255,Skyler White,skyler.white@example.com,Shipping,Phone,Escalated,20.38,30-06-2023 00:00
T34091,C1718,Dakota Clark,dakota.clark@example.com,Account Access,Chat,Resolved,1.49,16-08-2023 00:00
T34092,C1634,Taylor Taylor,taylor.taylor@example.com,Technical,Email,Resolved,59.18,29-09-2023 00:00
T34093,C1000,Skyler Smith,skyler.smith@example.com,Returns,Phone,Resolved,17.92,11-04-2023 00:00
T34094,C1425,Casey Garcia,casey.garcia@example.com,Billing,Email,Unresolved,63.19,16-07-2023 00:00
T34095,C1665,Chris Clark,chris.clark@example.com,Shipping,Phone,Pending,10.85,25-02-2023 00:00
T34096,C1975,Jamie Smith,jamie.smith@example.com,Product Inquiry,Phone,Unresolved,41.13,15-03-2023 00:00
T34097,C1664,Morgan White,morgan.white@example.com,Billing,Social Media,Resolved,14.81,18-04-2023 00:00
T34098,C1586,Jordan Martin,jordan.martin@example.com,Billing,Email,Resolved,2.87,25-02-2023 00:00
T34099,C1081,Casey White,casey.white@example.com,Returns,Phone,Unresolved,3.1,12-03-2023 00:00
T34100,C1669,Skyler White,skyler.white@example.com,Returns,Phone,Unresolved,44,01-04-2023 00:00
T34101,C1034,Jamie Garcia,jamie.garcia@example.com,Technical,Social Media,Resolved,28.08,29-11-2023 00:00
T34102,C1563,Jamie Smith,jamie.smith@example.com,Returns,Email,Escalated,14.96,02-08-2023 00:00
T34103,C1438,Alex Taylor,alex.taylor@example.com,Billing,Social Media,Escalated,39.53,15-07-2023 00:00
T34104,C1008,Casey Smith,casey.smith@example.com,Technical,Social Media,Pending,65.91,03-04-2023 00:00
T34105,C1645,Alex Smith,alex.smith@example.com,Technical,Phone,Resolved,14.22,26-11-2023 00:00
T34106,C1591,Taylor Martin,taylor.martin@example.com,Shipping,Email,Pending,44.45,24-07-2023 00:00
T34107,C1056,Taylor Smith,taylor.smith@example.com,Billing,Phone,Unresolved,34.49,09-08-2023 00:00
T34108,C1930,Dakota Clark,dakota.clark@example.com,Technical,Phone,Unresolved,0.58,28-06-2023 00:00
T34109,C1432,Alex Martin,alex.martin@example.com,Product Inquiry,Chat,Unresolved,58.34,22-12-2023 00:00
T34110,C1554,Riley Clark,riley.clark@example.com,Technical,Social Media,Escalated,18.98,17-10-2023 00:00
T34111,C1719,Taylor Taylor,taylor.taylor@example.com,Returns,Social Media,Escalated,35.21,06-12-2023 00:00
T34112,C1779,Jamie White,jamie.white@example.com,Billing,Phone,Escalated,63.45,21-12-2023 00:00
T34113,C1546,Chris Anderson,chris.anderson@example.com,Technical,Social Media,Resolved,28,22-10-2023 00:00
T34114,C1116,Taylor Anderson,taylor.anderson@example.com,Billing,Chat,Resolved,17.17,01-09-2023 00:00
T34115,C1675,Skyler Johnson,skyler.johnson@example.com,Product Inquiry,Email,Escalated,35.67,27-11-2023 00:00
T34116,C1881,Riley Brown,riley.brown@example.com,Product Inquiry,Chat,Escalated,43.67,18-07-2023 00:00
T34117,C1161,Morgan Lee,morgan.lee@example.com,Account Access,Social Media,Escalated,23.34,17-04-2023 00:00
T34118,C1156,Casey Lee,casey.lee@example.com,Technical,Chat,Pending,17.09,25-05-2023 00:00
T34119,C1354,Chris Brown,chris.brown@example.com,Billing,Phone,Escalated,62.28,08-07-2023 00:00
T34120,C1584,Taylor Johnson,taylor.johnson@example.com,Shipping,Email,Unresolved,70.05,01-05-2023 00:00
T34121,C1158,Alex Johnson,alex.johnson@example.com,Technical,Chat,Unresolved,29.5,06-09-2023 00:00
T34122,C1864,Morgan Johnson,morgan.johnson@example.com,Returns,Social Media,Unresolved,64.18,22-01-2023 00:00
T34123,C1252,Jordan Taylor,jordan.taylor@example.com,Technical,Email,Escalated,64.6,10-04-2023 00:00
T34124,C1525,Alex Martin,alex.martin@example.com,Product Inquiry,Social Media,Pending,59.2,07-01-2023 00:00
T34125,C1760,Casey Anderson,casey.anderson@example.com,Technical,Email,Unresolved,23.59,03-07-2023 00:00
T34126,C1902,Chris Lee,chris.lee@example.com,Returns,Social Media,Escalated,3.05,22-06-2023 00:00
T34127,C1828,Casey Martin,casey.martin@example.com,Billing,Social Media,Unresolved,56.55,19-11-2023 00:00
T34128,C1883,Morgan Smith,morgan.smith@example.com,Shipping,Social Media,Resolved,54.73,19-08-2023 00:00
T34129,C1648,Chris Taylor,chris.taylor@example.com,Shipping,Chat,Pending,41.73,19-08-2023 00:00
T34130,C1021,Jordan Brown,jordan.brown@example.com,Billing,Social Media,Unresolved,42.43,14-08-2023 00:00
T34131,C1166,Taylor Smith,taylor.smith@example.com,Technical,Email,Unresolved,62.24,18-06-2023 00:00
T34132,C1662,Riley Smith,riley.smith@example.com,Technical,Social Media,Unresolved,44.13,16-03-2023 00:00
T34133,C1778,Morgan Martin,morgan.martin@example.com,Shipping,Chat,Escalated,10.43,19-09-2023 00:00
T34134,C1644,Alex Taylor,alex.taylor@example.com,Returns,Email,Escalated,61.36,22-10-2023 00:00
T34135,C1222,Alex White,alex.white@example.com,Account Access,Chat,Escalated,8.97,19-08-2023 00:00
T34136,C1039,Alex Anderson,alex.anderson@example.com,Billing,Chat,Escalated,35,31-12-2023 00:00
T34137,C1880,Jamie Anderson,jamie.anderson@example.com,Product Inquiry,Phone,Unresolved,20.47,14-03-2023 00:00
T34138,C1689,Jordan Clark,jordan.clark@example.com,Billing,Email,Resolved,13.62,30-07-2023 00:00
T34139,C1693,Taylor Smith,taylor.smith@example.com,Account Access,Email,Unresolved,29.18,31-03-2023 00:00
T34140,C1017,Skyler Smith,skyler.smith@example.com,Technical,Email,Unresolved,61.72,26-07-2023 00:00
T34141,C1975,Jordan Clark,jordan.clark@example.com,Product Inquiry,Phone,Pending,24.86,06-07-2023 00:00
T34142,C1639,Dakota Clark,dakota.clark@example.com,Product Inquiry,Phone,Resolved,40.63,11-04-2023 00:00
T34143,C1796,Chris Brown,chris.brown@example.com,Billing,Email,Unresolved,10.09,17-11-2023 00:00
T34144,C1536,Morgan Taylor,morgan.taylor@example.com,Returns,Phone,Escalated,6.67,06-12-2023 00:00
T34145,C1242,Jordan Johnson,jordan.johnson@example.com,Returns,Chat,Pending,23.32,24-07-2023 00:00
T34146,C1176,Riley Taylor,riley.taylor@example.com,Product Inquiry,Social Media,Escalated,29.67,29-08-2023 00:00
T34147,C1156,Chris Johnson,chris.johnson@example.com,Returns,Chat,Pending,14.44,29-04-2023 00:00
